Hourly measurement data supplied by UK-air on 13/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Dundee Mains Loan",
Latitude,,56.475434,,
Longitude,,-2.959861,,
Site Type,,Urban Background,,
Zone,,North East Scotland,,
Agglomeration,,#N/A,,
Local Authority,,"Dundee",,
Date,Time,"Nitrogen dioxide",Status
2024-03-10,06:00:00,2.91778,V ugm-3
2024-03-10,07:00:00,4.83109,V ugm-3
2024-03-10,08:00:00,3.8266,V ugm-3
2024-03-10,09:00:00,4.16144,V ugm-3
2024-03-10,10:00:00,4.63975,V ugm-3
2024-03-10,11:00:00,5.11804,V ugm-3
2024-03-10,12:00:00,6.07451,V ugm-3
2024-03-10,13:00:00,6.31381,V ugm-3
2024-03-10,14:00:00,5.73981,V ugm-3
2024-03-10,15:00:00,5.78761,V ugm-3
2024-03-10,16:00:00,6.31379,V ugm-3
2024-03-10,17:00:00,7.22265,V ugm-3
2024-03-10,18:00:00,7.22264,V ugm-3
2024-03-10,19:00:00,8.08342,V ugm-3
2024-03-10,20:00:00,5.88337,V ugm-3
2024-03-10,21:00:00,6.60091,V ugm-3
2024-03-10,22:00:00,6.88786,V ugm-3
2024-03-10,23:00:00,7.41406,V ugm-3
2024-03-10,24:00:00,6.07475,V ugm-3
2024-03-11,01:00:00,4.65664,V ugm-3
2024-03-11,02:00:00,4.01868,V ugm-3
2024-03-11,03:00:00,3.5881,V ugm-3
2024-03-11,04:00:00,5.78859,V ugm-3
2024-03-11,05:00:00,6.07575,V ugm-3
2024-03-11,06:00:00,6.41083,V ugm-3
2024-03-11,07:00:00,11.72137,V ugm-3
2024-03-11,08:00:00,15.83557,V ugm-3
2024-03-11,09:00:00,15.50065,V ugm-3
2024-03-11,10:00:00,11.86459,V ugm-3
2024-03-11,11:00:00,8.80292,V ugm-3
2024-03-11,12:00:00,10.76428,V ugm-3
2024-03-11,13:00:00,11.38633,V ugm-3
2024-03-11,14:00:00,9.56839,V ugm-3
2024-03-11,15:00:00,9.18566,V ugm-3
2024-03-11,16:00:00,11.43423,V ugm-3
2024-03-11,17:00:00,11.09934,V ugm-3
2024-03-11,18:00:00,13.10884,V ugm-3
2024-03-11,19:00:00,12.58266,V ugm-3
2024-03-11,20:00:00,13.63517,V ugm-3
2024-03-11,21:00:00,13.8265,V ugm-3
2024-03-11,22:00:00,10.90813,V ugm-3
2024-03-11,23:00:00,11.76932,V ugm-3
2024-03-11,24:00:00,11.19525,V ugm-3
2024-03-12,01:00:00,10.33626,V ugm-3
2024-03-12,02:00:00,5.74233,V ugm-3
2024-03-12,03:00:00,4.16312,V ugm-3
2024-03-12,04:00:00,11.86763,V ugm-3
2024-03-12,05:00:00,9.57049,V ugm-3
2024-03-12,06:00:00,11.67554,V ugm-3
2024-03-12,07:00:00,12.20227,V ugm-3
2024-03-12,08:00:00,15.64754,V ugm-3
2024-03-12,09:00:00,12.63278,V ugm-3
2024-03-12,10:00:00,10.33588,V ugm-3
2024-03-12,11:00:00,10.91013,V ugm-3
2024-03-12,12:00:00,10.19216,V ugm-3
2024-03-12,13:00:00,6.45975,V ugm-3
2024-03-12,14:00:00,9.37878,V ugm-3
2024-03-12,15:00:00,12.82429,V ugm-3
2024-03-12,16:00:00,17.70505,V ugm-3
2024-03-12,17:00:00,17.8966,V ugm-3
2024-03-12,18:00:00,21.91622,V ugm-3
2024-03-12,19:00:00,31.48681,V ugm-3
2024-03-12,20:00:00,34.30876,V ugm-3
2024-03-12,21:00:00,22.25107,V ugm-3
2024-03-12,22:00:00,21.77258,V ugm-3
2024-03-12,23:00:00,19.85858,V ugm-3
2024-03-12,24:00:00,10.38403,V ugm-3
2024-03-13,01:00:00,5.74351,V ugm-3
2024-03-13,02:00:00,7.59428,V ugm-3
2024-03-13,03:00:00,4.35554,V ugm-3
2024-03-13,04:00:00,2.01025,V ugm-3
2024-03-13,05:00:00,2.96755,V ugm-3
2024-03-13,06:00:00,3.44608,V ugm-3
2024-03-13,07:00:00,4.6905,V ugm-3
2024-03-13,08:00:00,3.97254,V ugm-3
2024-03-13,09:00:00,4.49899,V ugm-3
2024-03-13,10:00:00,4.92968,V ugm-3
2024-03-13,11:00:00,3.39814,V ugm-3
2024-03-13,12:00:00,3.01527,V ugm-3
2024-03-13,13:00:00,2.91943,V ugm-3
2024-03-13,14:00:00,2.68014,V ugm-3
2024-03-13,15:00:00,2.48868,V ugm-3
2024-03-13,16:00:00,No data,V ugm-3
2024-03-13,17:00:00,3.49374,V ugm-3
2024-03-13,18:00:00,3.44598,V ugm-3
2024-03-13,19:00:00,5.21695,V ugm-3
2024-03-13,20:00:00,4.54691,V ugm-3
2024-03-13,21:00:00,4.97742,V ugm-3
2024-03-13,22:00:00,2.96742,V ugm-3
2024-03-13,23:00:00,3.11097,V ugm-3
2024-03-13,24:00:00,2.24957,V ugm-3
2024-03-14,01:00:00,2.29814,V ugm-3
2024-03-14,02:00:00,3.25582,V ugm-3
2024-03-14,03:00:00,3.20773,V ugm-3
2024-03-14,04:00:00,5.12294,V ugm-3
2024-03-14,05:00:00,4.93144,V ugm-3
2024-03-14,06:00:00,5.69758,V ugm-3
2024-03-14,07:00:00,6.3678,V ugm-3
2024-03-14,08:00:00,11.63451,V ugm-3
2024-03-14,09:00:00,32.17314,V ugm-3
2024-03-14,10:00:00,49.6414,V ugm-3
2024-03-14,11:00:00,35.9509,V ugm-3
2024-03-14,12:00:00,16.85187,V ugm-3
2024-03-14,13:00:00,11.63356,V ugm-3
2024-03-14,14:00:00,8.13887,V ugm-3
2024-03-14,15:00:00,11.77799,V ugm-3
2024-03-14,16:00:00,15.12911,V ugm-3
2024-03-14,17:00:00,14.50664,V ugm-3
2024-03-14,18:00:00,15.12811,V ugm-3
2024-03-14,19:00:00,11.82497,V ugm-3
2024-03-14,20:00:00,7.65955,V ugm-3
2024-03-14,21:00:00,5.07454,V ugm-3
2024-03-14,22:00:00,5.17027,V ugm-3
2024-03-14,23:00:00,3.35143,V ugm-3
2024-03-14,24:00:00,2.48961,V ugm-3
2024-03-15,01:00:00,2.29867,V ugm-3
2024-03-15,02:00:00,2.74579,V ugm-3
2024-03-15,03:00:00,3.30462,V ugm-3
2024-03-15,04:00:00,3.40038,V ugm-3
2024-03-15,05:00:00,6.51358,V ugm-3
2024-03-15,06:00:00,6.99227,V ugm-3
2024-03-15,07:00:00,6.99197,V ugm-3
2024-03-15,08:00:00,10.72678,V ugm-3
2024-03-15,09:00:00,9.76918,V ugm-3
2024-03-15,10:00:00,8.42818,V ugm-3
2024-03-15,11:00:00,8.09305,V ugm-3
2024-03-15,12:00:00,9.81695,V ugm-3
2024-03-15,13:00:00,8.66736,V ugm-3
2024-03-15,14:00:00,7.56598,V ugm-3
2024-03-15,15:00:00,5.50687,V ugm-3
2024-03-15,16:00:00,4.11808,V ugm-3
2024-03-15,17:00:00,5.74656,V ugm-3
2024-03-15,18:00:00,4.83639,V ugm-3
2024-03-15,19:00:00,5.74666,V ugm-3
2024-03-15,20:00:00,4.26238,V ugm-3
2024-03-15,21:00:00,3.68786,V ugm-3
2024-03-15,22:00:00,9.48286,V ugm-3
2024-03-15,23:00:00,19.10995,V ugm-3
2024-03-15,24:00:00,9.77051,V ugm-3
2024-03-16,01:00:00,6.32383,V ugm-3
2024-03-16,02:00:00,3.70487,V ugm-3
2024-03-16,03:00:00,4.3117,V ugm-3
2024-03-16,04:00:00,2.49114,V ugm-3
2024-03-16,05:00:00,6.5156,V ugm-3
2024-03-16,06:00:00,7.66446,V ugm-3
2024-03-16,07:00:00,5.94069,V ugm-3
2024-03-16,08:00:00,12.0233,V ugm-3
2024-03-16,09:00:00,16.52571,V ugm-3
2024-03-16,10:00:00,29.4505,V ugm-3
2024-03-16,11:00:00,4.64579,V ugm-3
2024-03-16,12:00:00,2.44258,V ugm-3
2024-03-16,13:00:00,2.87363,V ugm-3
2024-03-16,14:00:00,3.01753,V ugm-3
2024-03-16,15:00:00,2.20322,V ugm-3
2024-03-16,16:00:00,3.88008,V ugm-3
2024-03-16,17:00:00,3.88028,V ugm-3
2024-03-16,18:00:00,4.50327,V ugm-3
2024-03-16,19:00:00,5.55743,V ugm-3
2024-03-16,20:00:00,5.98877,V ugm-3
2024-03-16,21:00:00,5.84511,V ugm-3
2024-03-16,22:00:00,4.216,V ugm-3
2024-03-16,23:00:00,4.64717,V ugm-3
2024-03-16,24:00:00,4.0723,V ugm-3
2024-03-17,01:00:00,3.83407,V ugm-3
2024-03-17,02:00:00,3.96175,V ugm-3
2024-03-17,03:00:00,3.49844,V ugm-3
2024-03-17,04:00:00,4.12166,V ugm-3
2024-03-17,05:00:00,5.89423,V ugm-3
2024-03-17,06:00:00,6.51711,V ugm-3
2024-03-17,07:00:00,8.57759,V ugm-3
2024-03-17,08:00:00,12.0756,V ugm-3
2024-03-17,09:00:00,10.0148,V ugm-3
2024-03-17,10:00:00,9.10287,V ugm-3
2024-03-17,11:00:00,7.80968,V ugm-3
2024-03-17,12:00:00,6.85087,V ugm-3
2024-03-17,13:00:00,5.94098,V ugm-3
2024-03-17,14:00:00,3.97645,V ugm-3
2024-03-17,15:00:00,4.83941,V ugm-3
2024-03-17,16:00:00,8.24194,V ugm-3
2024-03-17,17:00:00,11.83657,V ugm-3
2024-03-17,18:00:00,16.19702,V ugm-3
2024-03-17,19:00:00,20.6071,V ugm-3
2024-03-17,20:00:00,26.26206,V ugm-3
2024-03-17,21:00:00,23.9635,V ugm-3
2024-03-17,22:00:00,20.03417,V ugm-3
2024-03-17,23:00:00,15.95993,V ugm-3
2024-03-17,24:00:00,14.0907,V ugm-3
2024-03-18,01:00:00,5.49722,V ugm-3
2024-03-18,02:00:00,3.13199,V ugm-3
2024-03-18,03:00:00,3.02028,V ugm-3
2024-03-18,04:00:00,3.30779,V ugm-3
2024-03-18,05:00:00,5.561,V ugm-3
2024-03-18,06:00:00,6.99963,V ugm-3
2024-03-18,07:00:00,13.80737,V ugm-3
2024-03-18,08:00:00,10.40298,V ugm-3
2024-03-18,09:00:00,7.86146,V ugm-3
2024-03-18,10:00:00,6.80607,V ugm-3
2024-03-18,11:00:00,5.1275,V ugm-3
2024-03-18,12:00:00,4.12141,V ugm-3
2024-03-18,13:00:00,4.74491,V ugm-3
2024-03-18,14:00:00,4.16967,V ugm-3
2024-03-18,15:00:00,5.27231,V ugm-3
2024-03-18,16:00:00,5.56009,V ugm-3
2024-03-18,17:00:00,9.52376,V ugm-3
2024-03-18,18:00:00,10.83487,V ugm-3
2024-03-18,19:00:00,10.03596,V ugm-3
2024-03-18,20:00:00,6.52012,V ugm-3
2024-03-18,21:00:00,6.08861,V ugm-3
2024-03-18,22:00:00,7.47919,V ugm-3
2024-03-18,23:00:00,16.63635,V ugm-3
2024-03-18,24:00:00,9.20505,V ugm-3
2024-03-19,01:00:00,27.30462,V ugm-3
2024-03-19,02:00:00,12.21363,V ugm-3
2024-03-19,03:00:00,1.82205,V ugm-3
2024-03-19,04:00:00,1.29448,V ugm-3
2024-03-19,05:00:00,1.86995,V ugm-3
2024-03-19,06:00:00,1.53422,V ugm-3
2024-03-19,07:00:00,1.67823,V ugm-3
2024-03-19,08:00:00,2.30149,V ugm-3
2024-03-19,09:00:00,3.4043,V ugm-3
2024-03-19,10:00:00,2.34902,V ugm-3
2024-03-19,11:00:00,2.2049,V ugm-3
2024-03-19,12:00:00,2.87642,V ugm-3
2024-03-19,13:00:00,2.82846,V ugm-3
2024-03-19,14:00:00,2.20502,V ugm-3
2024-03-19,15:00:00,2.04531,V ugm-3
2024-03-19,16:00:00,3.35634,V ugm-3
2024-03-19,17:00:00,3.59639,V ugm-3
2024-03-19,18:00:00,7.91298,V ugm-3
2024-03-19,19:00:00,11.60571,V ugm-3
2024-03-19,20:00:00,18.07918,V ugm-3
2024-03-19,21:00:00,33.71039,V ugm-3
2024-03-19,22:00:00,5.03517,V ugm-3
2024-03-19,23:00:00,4.60388,V ugm-3
2024-03-19,24:00:00,2.34963,V ugm-3
2024-03-20,01:00:00,2.23834,V ugm-3
2024-03-20,02:00:00,2.94201,V ugm-3
2024-03-20,03:00:00,2.35024,V ugm-3
2024-03-20,04:00:00,3.16586,V ugm-3
2024-03-20,05:00:00,3.06984,V ugm-3
2024-03-20,06:00:00,4.98787,V ugm-3
2024-03-20,07:00:00,7.48318,V ugm-3
2024-03-20,08:00:00,12.71155,V ugm-3
2024-03-20,09:00:00,11.89586,V ugm-3
2024-03-20,10:00:00,9.35304,V ugm-3
2024-03-20,11:00:00,9.25688,V ugm-3
2024-03-20,12:00:00,7.57753,V ugm-3
2024-03-20,13:00:00,6.85779,V ugm-3
2024-03-20,14:00:00,5.99554,V ugm-3
2024-03-20,15:00:00,5.99581,V ugm-3
2024-03-20,16:00:00,5.08423,V ugm-3
2024-03-20,17:00:00,6.76379,V ugm-3
2024-03-20,18:00:00,10.02647,V ugm-3
2024-03-20,19:00:00,8.3957,V ugm-3
2024-03-20,20:00:00,14.15269,V ugm-3
2024-03-20,21:00:00,19.43025,V ugm-3
2024-03-20,22:00:00,11.41823,V ugm-3
2024-03-20,23:00:00,7.6757,V ugm-3
2024-03-20,24:00:00,9.69103,V ugm-3
2024-03-21,01:00:00,8.8303,V ugm-3
2024-03-21,02:00:00,No data,V ugm-3
2024-03-21,03:00:00,7.53439,V ugm-3
2024-03-21,04:00:00,3.50312,V ugm-3
2024-03-21,05:00:00,4.41463,V ugm-3
2024-03-21,06:00:00,7.29435,V ugm-3
2024-03-21,07:00:00,5.42258,V ugm-3
2024-03-21,08:00:00,4.70201,V ugm-3
2024-03-21,09:00:00,5.03826,V ugm-3
2024-03-21,10:00:00,4.17444,V ugm-3
2024-03-21,11:00:00,4.26999,V ugm-3
2024-03-21,12:00:00,4.55773,V ugm-3
2024-03-21,13:00:00,4.84592,V ugm-3
2024-03-21,14:00:00,5.51791,V ugm-3
2024-03-21,15:00:00,4.84518,V ugm-3
2024-03-21,16:00:00,4.94139,V ugm-3
2024-03-21,17:00:00,3.21405,V ugm-3
2024-03-21,18:00:00,3.69436,V ugm-3
2024-03-21,19:00:00,3.26204,V ugm-3
2024-03-21,20:00:00,2.59079,V ugm-3
2024-03-21,21:00:00,2.68715,V ugm-3
2024-03-21,22:00:00,2.39926,V ugm-3
2024-03-21,23:00:00,1.77534,V ugm-3
2024-03-21,24:00:00,2.25513,V ugm-3
2024-03-22,01:00:00,2.24005,V ugm-3
2024-03-22,02:00:00,No data,V ugm-3
2024-03-22,03:00:00,1.58369,V ugm-3
2024-03-22,04:00:00,1.19994,V ugm-3
2024-03-22,05:00:00,2.1599,V ugm-3
2024-03-22,06:00:00,1.63163,V ugm-3
2024-03-22,07:00:00,2.73594,V ugm-3
2024-03-22,08:00:00,2.87941,V ugm-3
2024-03-22,09:00:00,2.6392,V ugm-3
2024-03-22,10:00:00,2.01482,V ugm-3
2024-03-22,11:00:00,1.91888,V ugm-3
2024-03-22,12:00:00,2.06275,V ugm-3
2024-03-22,13:00:00,1.9188,V ugm-3
2024-03-22,14:00:00,2.25495,V ugm-3
2024-03-22,15:00:00,2.44724,V ugm-3
2024-03-22,16:00:00,3.21459,V ugm-3
2024-03-22,17:00:00,2.39906,V ugm-3
2024-03-22,18:00:00,3.26349,V ugm-3
2024-03-22,19:00:00,3.64757,V ugm-3
2024-03-22,20:00:00,3.74407,V ugm-3
2024-03-22,21:00:00,3.50402,V ugm-3
2024-03-22,22:00:00,3.07185,V ugm-3
2024-03-22,23:00:00,3.1201,V ugm-3
2024-03-22,24:00:00,1.29547,V ugm-3
2024-03-23,01:00:00,1.66434,V ugm-3
2024-03-23,02:00:00,No data,V ugm-3
2024-03-23,03:00:00,1.19997,V ugm-3
2024-03-23,04:00:00,1.87225,V ugm-3
2024-03-23,05:00:00,1.34387,V ugm-3
2024-03-23,06:00:00,2.0647,V ugm-3
2024-03-23,07:00:00,1.58418,V ugm-3
2024-03-23,08:00:00,2.06435,V ugm-3
2024-03-23,09:00:00,2.01615,V ugm-3
2024-03-23,10:00:00,1.96734,V ugm-3
2024-03-23,11:00:00,1.63125,V ugm-3
2024-03-23,12:00:00,1.72756,V ugm-3
2024-03-23,13:00:00,2.0152,V ugm-3
2024-03-23,14:00:00,2.15901,V ugm-3
2024-03-23,15:00:00,2.11151,V ugm-3
2024-03-23,16:00:00,1.48717,V ugm-3
2024-03-23,17:00:00,1.87164,V ugm-3
2024-03-23,18:00:00,2.78371,V ugm-3
2024-03-23,19:00:00,3.55309,V ugm-3
2024-03-23,20:00:00,3.553,V ugm-3
2024-03-23,21:00:00,2.20835,V ugm-3
2024-03-23,22:00:00,1.82431,V ugm-3
2024-03-23,23:00:00,1.05615,V ugm-3
2024-03-23,24:00:00,0.81549,V ugm-3
2024-03-24,01:00:00,0.76844,V ugm-3
2024-03-24,02:00:00,No data,V ugm-3
2024-03-24,03:00:00,0.62409,V ugm-3
2024-03-24,04:00:00,0.81663,V ugm-3
2024-03-24,05:00:00,0.62399,V ugm-3
2024-03-24,06:00:00,1.00824,V ugm-3
2024-03-24,07:00:00,1.72945,V ugm-3
2024-03-24,08:00:00,3.12193,V ugm-3
2024-03-24,09:00:00,2.49738,V ugm-3
2024-03-24,10:00:00,3.02388,V ugm-3
2024-03-24,11:00:00,1.00815,V ugm-3
2024-03-24,12:00:00,1.0561,V ugm-3
2024-03-24,13:00:00,1.15228,V ugm-3
2024-03-24,14:00:00,1.34435,V ugm-3
2024-03-24,15:00:00,2.7375,V ugm-3
2024-03-24,16:00:00,3.98614,V ugm-3
2024-03-24,17:00:00,6.58036,V ugm-3
2024-03-24,18:00:00,7.39671,V ugm-3
2024-03-24,19:00:00,9.55966,V ugm-3
2024-03-24,20:00:00,10.32863,V ugm-3
2024-03-24,21:00:00,8.55077,V ugm-3
2024-03-24,22:00:00,10.7126,V ugm-3
2024-03-24,23:00:00,9.17523,V ugm-3
2024-03-24,24:00:00,5.04374,V ugm-3
2024-03-25,01:00:00,4.42076,V ugm-3
2024-03-25,02:00:00,No data,V ugm-3
2024-03-25,03:00:00,3.7474,V ugm-3
2024-03-25,04:00:00,4.85125,V ugm-3
2024-03-25,05:00:00,7.97448,V ugm-3
2024-03-25,06:00:00,8.21508,V ugm-3
2024-03-25,07:00:00,10.66669,V ugm-3
2024-03-25,08:00:00,7.44784,V ugm-3
2024-03-25,09:00:00,5.42866,V ugm-3
2024-03-25,10:00:00,6.77461,V ugm-3
2024-03-25,11:00:00,4.99663,V ugm-3
2024-03-25,12:00:00,4.5636,V ugm-3
2024-03-25,13:00:00,4.66002,V ugm-3
2024-03-25,14:00:00,4.70787,V ugm-3
2024-03-25,15:00:00,5.71711,V ugm-3
2024-03-25,16:00:00,6.38924,V ugm-3
2024-03-25,17:00:00,7.44623,V ugm-3
2024-03-25,18:00:00,10.18479,V ugm-3
2024-03-25,19:00:00,7.73208,V ugm-3
2024-03-25,20:00:00,6.67558,V ugm-3
2024-03-25,21:00:00,6.09897,V ugm-3
2024-03-25,22:00:00,4.80279,V ugm-3
2024-03-25,23:00:00,3.2658,V ugm-3
2024-03-25,24:00:00,2.21021,V ugm-3
2024-03-26,01:00:00,1.53755,V ugm-3
2024-03-26,02:00:00,No data,V ugm-3
2024-03-26,03:00:00,1.82611,V ugm-3
2024-03-26,04:00:00,2.40323,V ugm-3
2024-03-26,05:00:00,1.92183,V ugm-3
2024-03-26,06:00:00,3.36345,V ugm-3
2024-03-26,07:00:00,7.54503,V ugm-3
2024-03-26,08:00:00,10.28243,V ugm-3
2024-03-26,09:00:00,8.02257,V ugm-3
2024-03-26,10:00:00,4.22623,V ugm-3
2024-03-26,11:00:00,4.89875,V ugm-3
2024-03-26,12:00:00,4.80335,V ugm-3
2024-03-26,13:00:00,4.75538,V ugm-3
2024-03-26,14:00:00,5.33175,V ugm-3
2024-03-26,15:00:00,6.10127,V ugm-3
2024-03-26,16:00:00,6.58353,V ugm-3
2024-03-26,17:00:00,7.35273,V ugm-3
2024-03-26,18:00:00,8.4106,V ugm-3
2024-03-26,19:00:00,8.45825,V ugm-3
2024-03-26,20:00:00,9.12894,V ugm-3
2024-03-26,21:00:00,8.31263,V ugm-3
2024-03-26,22:00:00,5.71881,V ugm-3
2024-03-26,23:00:00,4.4695,V ugm-3
2024-03-26,24:00:00,3.60447,V ugm-3
2024-03-27,01:00:00,3.52489,V ugm-3
2024-03-27,02:00:00,No data,V ugm-3
2024-03-27,03:00:00,2.69062,V ugm-3
2024-03-27,04:00:00,2.11387,V ugm-3
2024-03-27,05:00:00,2.16207,V ugm-3
2024-03-27,06:00:00,2.54635,V ugm-3
2024-03-27,07:00:00,4.8054,V ugm-3
2024-03-27,08:00:00,7.06536,V ugm-3
2024-03-27,09:00:00,8.84474,V ugm-3
2024-03-27,10:00:00,8.2191,V ugm-3
2024-03-27,11:00:00,8.17101,V ugm-3
2024-03-27,12:00:00,7.68986,V ugm-3
2024-03-27,13:00:00,7.73807,V ugm-3
2024-03-27,14:00:00,9.61341,V ugm-3
2024-03-27,15:00:00,9.08122,V ugm-3
2024-03-27,16:00:00,8.40874,V ugm-3
2024-03-27,17:00:00,15.14576,V ugm-3
2024-03-27,18:00:00,11.92476,V ugm-3
2024-03-27,19:00:00,13.55953,V ugm-3
2024-03-27,20:00:00,15.53288,V ugm-3
2024-03-27,21:00:00,21.83184,V ugm-3
2024-03-27,22:00:00,24.14137,V ugm-3
2024-03-27,23:00:00,18.56241,V ugm-3
2024-03-27,24:00:00,14.61857,V ugm-3
2024-03-28,01:00:00,16.61161,V ugm-3
2024-03-28,02:00:00,No data,V ugm-3
2024-03-28,03:00:00,9.56803,V ugm-3
2024-03-28,04:00:00,8.84882,V ugm-3
2024-03-28,05:00:00,11.20297,V ugm-3
2024-03-28,06:00:00,7.16685,V ugm-3
2024-03-28,07:00:00,7.93622,V ugm-3
2024-03-28,08:00:00,6.92523,V ugm-3
2024-03-28,09:00:00,10.14737,V ugm-3
2024-03-28,10:00:00,10.24298,V ugm-3
2024-03-28,11:00:00,5.3841,V ugm-3
2024-03-28,12:00:00,5.96247,V ugm-3
2024-03-28,13:00:00,5.72218,V ugm-3
2024-03-28,14:00:00,6.15563,V ugm-3
2024-03-28,15:00:00,7.11754,V ugm-3
2024-03-28,16:00:00,7.06883,V ugm-3
2024-03-28,17:00:00,7.11766,V ugm-3
2024-03-28,18:00:00,9.71452,V ugm-3
2024-03-28,19:00:00,10.1968,V ugm-3
2024-03-28,20:00:00,10.48581,V ugm-3
2024-03-28,21:00:00,14.57461,V ugm-3
2024-03-28,22:00:00,7.26235,V ugm-3
2024-03-28,23:00:00,4.71372,V ugm-3
2024-03-28,24:00:00,3.46292,V ugm-3
2024-03-29,01:00:00,2.30877,V ugm-3
2024-03-29,02:00:00,No data,V ugm-3
2024-03-29,03:00:00,2.54892,V ugm-3
2024-03-29,04:00:00,3.27015,V ugm-3
2024-03-29,05:00:00,3.60714,V ugm-3
2024-03-29,06:00:00,3.70301,V ugm-3
2024-03-29,07:00:00,4.04216,V ugm-3
2024-03-29,08:00:00,10.00815,V ugm-3
2024-03-29,09:00:00,11.40196,V ugm-3
2024-03-29,10:00:00,8.08166,V ugm-3
2024-03-29,11:00:00,6.10832,V ugm-3
2024-03-29,12:00:00,4.32976,V ugm-3
2024-03-29,13:00:00,6.06058,V ugm-3
2024-03-29,14:00:00,3.89449,V ugm-3
2024-03-29,15:00:00,4.03899,V ugm-3
2024-03-29,16:00:00,5.62873,V ugm-3
2024-03-29,17:00:00,13.37543,V ugm-3
2024-03-29,18:00:00,19.53276,V ugm-3
2024-03-29,19:00:00,14.62818,V ugm-3
2024-03-29,20:00:00,22.0389,V ugm-3
2024-03-29,21:00:00,37.91525,V ugm-3
2024-03-29,22:00:00,14.38768,V ugm-3
2024-03-29,23:00:00,21.36618,V ugm-3
2024-03-29,24:00:00,28.24816,V ugm-3
2024-03-30,01:00:00,28.11321,V ugm-3
2024-03-30,02:00:00,No data,V ugm-3
2024-03-30,03:00:00,21.41413,V ugm-3
2024-03-30,04:00:00,22.33013,V ugm-3
2024-03-30,05:00:00,16.16644,V ugm-3
2024-03-30,06:00:00,13.04254,V ugm-3
2024-03-30,07:00:00,17.70733,V ugm-3
2024-03-30,08:00:00,12.46191,V ugm-3
2024-03-30,09:00:00,9.81166,V ugm-3
2024-03-30,10:00:00,7.07007,V ugm-3
2024-03-30,11:00:00,6.63801,V ugm-3
2024-03-30,12:00:00,4.18459,V ugm-3
2024-03-30,13:00:00,4.76295,V ugm-3
2024-03-30,14:00:00,5.09926,V ugm-3
2024-03-30,15:00:00,3.65639,V ugm-3
2024-03-30,16:00:00,3.75294,V ugm-3
2024-03-30,17:00:00,13.32563,V ugm-3
2024-03-30,18:00:00,16.36382,V ugm-3
2024-03-30,19:00:00,24.01892,V ugm-3
2024-03-30,20:00:00,22.27165,V ugm-3
2024-03-30,21:00:00,16.89617,V ugm-3
2024-03-30,22:00:00,22.86543,V ugm-3
2024-03-30,23:00:00,13.04387,V ugm-3
2024-03-30,24:00:00,7.6539,V ugm-3
2024-03-31,01:00:00,10.26441,V ugm-3
2024-03-31,02:00:00,No data,V ugm-3
2024-03-31,03:00:00,12.50526,V ugm-3
2024-03-31,04:00:00,9.18948,V ugm-3
2024-03-31,05:00:00,9.47504,V ugm-3
2024-03-31,06:00:00,7.02805,V ugm-3
2024-03-31,07:00:00,7.55805,V ugm-3
2024-03-31,08:00:00,9.04739,V ugm-3
2024-03-31,09:00:00,9.2834,V ugm-3
2024-03-31,10:00:00,11.78178,V ugm-3
2024-03-31,11:00:00,5.91722,V ugm-3
2024-03-31,12:00:00,5.48479,V ugm-3
2024-03-31,13:00:00,5.72586,V ugm-3
2024-03-31,14:00:00,5.53351,V ugm-3
2024-03-31,15:00:00,4.37944,V ugm-3
2024-03-31,16:00:00,3.89829,V ugm-3
2024-03-31,17:00:00,3.94715,V ugm-3
2024-03-31,18:00:00,4.71737,V ugm-3
2024-03-31,19:00:00,7.4147,V ugm-3
2024-03-31,20:00:00,11.84314,V ugm-3
2024-03-31,21:00:00,8.8118,V ugm-3
2024-03-31,22:00:00,5.10389,V ugm-3
2024-03-31,23:00:00,3.78794,V ugm-3
2024-03-31,24:00:00,3.0333,V ugm-3
2024-04-01,01:00:00,2.37535,V ugm-3
2024-04-01,02:00:00,2.31171,V ugm-3
2024-04-01,03:00:00,3.4185,V ugm-3
2024-04-01,04:00:00,3.56332,V ugm-3
2024-04-01,05:00:00,3.65834,V ugm-3
2024-04-01,06:00:00,5.00747,V ugm-3
2024-04-01,07:00:00,7.26836,V ugm-3
2024-04-01,08:00:00,7.02705,V ugm-3
2024-04-01,09:00:00,6.06448,V ugm-3
2024-04-01,10:00:00,5.05358,V ugm-3
2024-04-01,11:00:00,6.54723,V ugm-3
2024-04-01,12:00:00,5.63019,V ugm-3
2024-04-01,13:00:00,4.57171,V ugm-3
2024-04-01,14:00:00,5.05358,V ugm-3
2024-04-01,15:00:00,5.67924,V ugm-3
2024-04-01,16:00:00,6.45015,V ugm-3
2024-04-01,17:00:00,6.98152,V ugm-3
2024-04-01,18:00:00,7.46193,V ugm-3
2024-04-01,19:00:00,6.06536,V ugm-3
2024-04-01,20:00:00,5.10249,V ugm-3
2024-04-01,21:00:00,3.80344,V ugm-3
2024-04-01,22:00:00,2.84131,V ugm-3
2024-04-01,23:00:00,2.45564,V ugm-3
2024-04-01,24:00:00,2.16719,V ugm-3
2024-04-02,01:00:00,2.50419,V ugm-3
2024-04-02,02:00:00,2.43994,V ugm-3
2024-04-02,03:00:00,1.87814,V ugm-3
2024-04-02,04:00:00,3.51457,V ugm-3
2024-04-02,05:00:00,3.4185,V ugm-3
2024-04-02,06:00:00,4.57519,V ugm-3
